graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,modulos_iniciados,modulos_finalizados,certificados,categoria
4,18,4,0,1.0,1.0,1.0,7.0,6,169.0,147.0,0.0,perfil2
6,16,7,0,0.0,0.0,1.0,2.0,0,95.0,74.0,0.0,perfil2
3,6,5,8,1.0,1.0,1.0,7.0,0,44.0,23.0,0.0,perfil2
1,12,6,8,0.0,0.0,1.0,4.0,6,26.0,21.0,0.0,perfil5
1,4,7,2,0.0,0.0,1.0,6.0,4,4.0,2.0,0.0,perfil3
3,1,10,1,1.0,1.0,1.0,4.0,8,3.0,1.0,0.0,perfil6
0,4,1,8,0.0,0.0,1.0,6.0,6,22.0,19.0,0.0,perfil3
2,2,10,11,1.0,1.0,1.0,9.0,2,79.0,76.0,0.0,perfil2
0,2,5,2,1.0,1.0,1.0,10.0,6,46.0,21.0,0.0,perfil4
6,6,8,1,1.0,1.0,1.0,2.0,7,160.0,117.0,0.0,perfil2
6,20,10,9,1.0,1.0,1.0,10.0,0,8.0,7.0,0.0,perfil5
5,20,3,10,0.0,0.0,1.0,2.0,8,23.0,20.0,1.0,perfil2
1,4,5,7,1.0,1.0,1.0,6.0,7,11.0,6.0,0.0,perfil5
5,13,8,7,1.0,1.0,1.0,3.0,6,12.0,8.0,0.0,perfil5
2,3,0,2,1.0,1.0,1.0,7.0,5,34.0,31.0,0.0,perfil4
3,15,4,2,0.0,0.0,1.0,4.0,8,62.0,57.0,0.0,perfil2
2,1,2,0,1.0,1.0,1.0,9.0,2,3.0,2.0,0.0,perfil6
1,9,10,4,1.0,1.0,1.0,3.0,8,31.0,28.0,0.0,perfil2
6,14,6,1,0.0,0.0,1.0,9.0,5,99.0,98.0,0.0,perfil2
4,2,5,4,1.0,1.0,1.0,10.0,3,3.0,1.0,0.0,perfil3
2,16,2,0,1.0,1.0,1.0,10.0,6,28.0,28.0,1.0,perfil1
2,5,6,11,0.0,0.0,1.0,6.0,4,7.0,5.0,0.0,perfil6
0,14,10,0,0.0,0.0,1.0,8.0,0,4.0,2.0,0.0,perfil5
3,6,8,3,1.0,1.0,1.0,7.0,3,2.0,1.0,0.0,perfil6
5,2,8,8,0.0,0.0,1.0,4.0,2,93.0,91.0,0.0,perfil2
3,14,1,5,0.0,0.0,1.0,4.0,5,19.0,9.0,0.0,perfil2
6,6,11,11,1.0,1.0,1.0,6.0,5,5.0,2.0,0.0,perfil6
5,5,9,8,0.0,0.0,1.0,2.0,6,4.0,1.0,0.0,perfil6
6,19,0,1,1.0,1.0,1.0,4.0,6,22.0,22.0,0.0,perfil6
6,4,10,5,1.0,1.0,1.0,10.0,3,111.0,93.0,0.0,perfil2
3,7,3,3,1.0,1.0,1.0,4.0,6,3.0,1.0,0.0,perfil6
2,11,10,0,0.0,0.0,1.0,7.0,3,19.0,15.0,0.0,perfil6
1,4,5,11,0.0,0.0,1.0,4.0,5,8.0,3.0,0.0,perfil6
6,6,4,6,1.0,1.0,1.0,10.0,2,40.0,40.0,0.0,perfil2
6,17,8,6,0.0,0.0,1.0,4.0,4,2.0,1.0,0.0,perfil6
1,8,9,0,1.0,1.0,1.0,5.0,6,5.0,2.0,0.0,perfil6
5,2,7,6,1.0,1.0,1.0,2.0,4,3.0,2.0,0.0,perfil2
4,13,8,0,0.0,0.0,1.0,6.0,0,35.0,30.0,0.0,perfil2
1,9,8,11,0.0,0.0,1.0,7.0,4,16.0,9.0,0.0,perfil4
1,20,5,9,0.0,0.0,1.0,4.0,0,17.0,14.0,0.0,perfil4
2,6,8,3,1.0,1.0,1.0,2.0,6,4.0,2.0,0.0,perfil6
6,8,2,2,0.0,0.0,1.0,2.0,0,2.0,2.0,0.0,perfil6
1,15,8,8,0.0,0.0,1.0,4.0,1,30.0,29.0,0.0,perfil2
2,5,2,5,0.0,0.0,1.0,2.0,2,6.0,1.0,0.0,perfil6
0,1,9,6,0.0,0.0,1.0,8.0,1,225.0,216.0,4.0,perfil1
3,20,3,4,0.0,0.0,1.0,10.0,7,34.0,17.0,0.0,perfil1
2,4,6,10,0.0,0.0,1.0,7.0,2,5.0,2.0,0.0,perfil6
3,5,8,2,0.0,0.0,1.0,8.0,6,18.0,17.0,1.0,perfil1
6,14,6,11,1.0,1.0,1.0,8.0,7,48.0,48.0,0.0,perfil2
4,3,6,2,0.0,0.0,1.0,7.0,4,15.0,7.0,0.0,perfil5
5,10,11,9,0.0,0.0,1.0,2.0,7,80.0,75.0,0.0,perfil2
3,15,9,5,0.0,0.0,1.0,4.0,2,36.0,34.0,0.0,perfil5
2,1,7,1,1.0,1.0,1.0,6.0,8,277.0,132.0,0.0,perfil2
3,1,1,8,0.0,0.0,1.0,7.0,8,6.0,3.0,0.0,perfil6
2,3,11,11,1.0,1.0,1.0,10.0,6,3.0,1.0,0.0,perfil6
5,10,1,6,1.0,1.0,1.0,2.0,2,14.0,8.0,0.0,perfil5
6,12,0,8,0.0,0.0,1.0,5.0,8,117.0,111.0,2.0,perfil1
6,6,10,5,1.0,1.0,1.0,3.0,1,6.0,3.0,0.0,perfil6
4,9,6,1,1.0,1.0,1.0,6.0,4,4.0,3.0,0.0,perfil2
2,5,8,2,1.0,1.0,1.0,6.0,4,3.0,1.0,0.0,perfil6
6,13,7,1,0.0,0.0,1.0,6.0,7,53.0,44.0,0.0,perfil5
3,7,7,1,0.0,0.0,1.0,2.0,6,3.0,2.0,0.0,perfil2
6,6,8,0,0.0,0.0,1.0,3.0,0,59.0,53.0,2.0,perfil2
2,6,4,9,1.0,1.0,1.0,2.0,8,42.0,36.0,1.0,perfil1
1,13,0,0,1.0,1.0,1.0,7.0,2,245.0,243.0,7.0,perfil6
1,20,10,2,0.0,0.0,1.0,5.0,0,24.0,20.0,0.0,perfil3
3,11,8,3,1.0,1.0,1.0,8.0,2,18.0,17.0,0.0,perfil3
3,17,3,5,1.0,1.0,1.0,6.0,6,31.0,28.0,0.0,perfil2
2,6,6,2,0.0,0.0,1.0,8.0,2,19.0,11.0,0.0,perfil4
5,10,1,10,1.0,1.0,1.0,2.0,0,5.0,4.0,0.0,perfil6
5,4,10,5,1.0,1.0,1.0,3.0,0,96.0,95.0,1.0,perfil1
6,7,10,10,1.0,1.0,1.0,8.0,6,43.0,37.0,0.0,perfil2
0,0,2,0,1.0,1.0,1.0,3.0,0,4.0,2.0,0.0,perfil6
0,19,8,8,1.0,1.0,1.0,7.0,8,6.0,3.0,0.0,perfil6
5,6,8,0,1.0,1.0,1.0,2.0,4,25.0,20.0,0.0,perfil3
5,6,7,3,1.0,1.0,1.0,8.0,2,56.0,41.0,0.0,perfil2
3,1,8,2,1.0,1.0,1.0,6.0,6,10.0,5.0,0.0,perfil5
0,7,8,8,0.0,0.0,1.0,10.0,6,24.0,11.0,0.0,perfil4
3,21,7,11,0.0,0.0,1.0,5.0,4,7.0,6.0,0.0,perfil5
4,20,9,7,1.0,1.0,1.0,3.0,1,128.0,127.0,2.0,perfil1
0,21,9,2,0.0,0.0,1.0,2.0,2,67.0,31.0,0.0,perfil2
0,1,0,1,0.0,0.0,1.0,8.0,5,4.0,1.0,0.0,perfil6
2,16,11,8,1.0,1.0,1.0,10.0,1,6.0,5.0,0.0,perfil6
3,18,0,2,0.0,0.0,1.0,9.0,1,11.0,11.0,0.0,perfil2
1,9,3,5,0.0,0.0,1.0,7.0,6,219.0,200.0,4.0,perfil1
1,18,10,7,1.0,1.0,1.0,9.0,7,7.0,5.0,0.0,perfil2
1,10,0,4,0.0,0.0,1.0,2.0,8,3.0,1.0,0.0,perfil2
2,15,8,11,1.0,1.0,1.0,8.0,1,31.0,31.0,1.0,perfil1
5,0,8,10,1.0,1.0,1.0,5.0,2,16.0,12.0,0.0,perfil4
4,7,2,11,1.0,1.0,1.0,10.0,0,5.0,4.0,0.0,perfil6
0,11,11,3,1.0,1.0,1.0,3.0,6,19.0,17.0,0.0,perfil3
0,12,10,2,0.0,0.0,1.0,7.0,0,92.0,90.0,2.0,perfil1
4,7,8,0,1.0,1.0,1.0,3.0,6,7.0,5.0,0.0,perfil4
6,6,11,10,1.0,1.0,1.0,3.0,1,11.0,10.0,0.0,perfil4
4,6,8,5,1.0,1.0,1.0,10.0,1,29.0,14.0,0.0,perfil4
1,9,7,11,1.0,1.0,1.0,3.0,7,7.0,6.0,0.0,perfil5
6,1,6,8,1.0,1.0,1.0,2.0,8,39.0,31.0,0.0,perfil2
2,6,9,1,0.0,0.0,1.0,2.0,6,15.0,8.0,0.0,perfil5
6,13,10,7,1.0,1.0,1.0,2.0,7,35.0,13.0,0.0,perfil4
1,15,10,0,1.0,1.0,1.0,3.0,6,51.0,40.0,0.0,perfil2
4,1,8,3,0.0,0.0,1.0,2.0,5,25.0,13.0,0.0,perfil2
4,10,6,11,1.0,1.0,1.0,5.0,7,83.0,80.0,0.0,perfil2
6,6,8,7,1.0,1.0,1.0,7.0,8,66.0,65.0,1.0,perfil1
5,6,6,1,0.0,0.0,1.0,8.0,6,5.0,4.0,0.0,perfil6
6,13,10,1,1.0,1.0,1.0,8.0,0,18.0,13.0,0.0,perfil4
4,7,5,11,1.0,1.0,1.0,2.0,4,4.0,4.0,0.0,perfil6
4,13,11,8,1.0,1.0,1.0,6.0,7,29.0,28.0,2.0,perfil1
1,11,8,2,1.0,1.0,1.0,2.0,6,31.0,27.0,1.0,perfil1
5,7,9,3,1.0,1.0,1.0,4.0,6,69.0,57.0,0.0,perfil2
4,20,2,10,0.0,0.0,1.0,4.0,4,20.0,17.0,0.0,perfil4
1,1,2,10,1.0,1.0,1.0,3.0,5,5.0,2.0,0.0,perfil6
1,2,7,10,0.0,0.0,1.0,9.0,6,123.0,123.0,0.0,perfil2
1,6,8,11,1.0,1.0,1.0,8.0,8,7.0,5.0,0.0,perfil5
0,18,8,8,1.0,1.0,1.0,4.0,6,34.0,21.0,0.0,perfil2
6,14,8,6,1.0,1.0,1.0,2.0,5,3.0,2.0,0.0,perfil2
5,10,3,6,0.0,0.0,1.0,9.0,1,8.0,5.0,0.0,perfil2
4,8,10,1,0.0,0.0,1.0,4.0,8,22.0,17.0,0.0,perfil3
2,16,4,11,1.0,1.0,1.0,3.0,2,3.0,1.0,0.0,perfil6
0,8,3,8,1.0,1.0,1.0,4.0,6,64.0,61.0,2.0,perfil1
1,10,8,7,1.0,1.0,1.0,7.0,6,128.0,121.0,2.0,perfil2
6,20,9,8,0.0,0.0,1.0,8.0,8,5.0,5.0,0.0,perfil5
4,15,6,5,0.0,0.0,1.0,10.0,4,5.0,2.0,0.0,perfil6
2,18,8,11,1.0,1.0,1.0,8.0,6,83.0,62.0,1.0,perfil1
6,14,7,1,1.0,1.0,1.0,6.0,6,6.0,3.0,0.0,perfil6
4,11,10,9,0.0,0.0,1.0,4.0,6,15.0,13.0,0.0,perfil4
2,16,3,6,1.0,1.0,1.0,6.0,0,2.0,1.0,0.0,perfil1
6,12,6,11,0.0,0.0,1.0,9.0,1,22.0,17.0,0.0,perfil3
0,19,2,5,1.0,1.0,1.0,2.0,6,7.0,4.0,0.0,perfil4
0,13,6,2,0.0,0.0,1.0,2.0,3,18.0,14.0,0.0,perfil4
3,7,2,8,1.0,1.0,1.0,8.0,6,12.0,9.0,0.0,perfil4
4,12,8,7,1.0,1.0,1.0,5.0,2,85.0,67.0,0.0,perfil2
1,6,1,6,0.0,0.0,1.0,9.0,5,40.0,32.0,0.0,perfil2
1,13,2,10,0.0,0.0,1.0,8.0,8,19.0,18.0,0.0,perfil3
5,12,5,9,0.0,0.0,1.0,4.0,6,24.0,20.0,0.0,perfil3
2,13,2,10,1.0,1.0,1.0,7.0,0,38.0,27.0,0.0,perfil2
5,6,11,10,1.0,1.0,1.0,4.0,6,110.0,60.0,0.0,perfil2
5,17,11,8,1.0,1.0,1.0,7.0,6,27.0,25.0,0.0,perfil2
6,15,4,8,0.0,0.0,1.0,10.0,0,11.0,5.0,0.0,perfil5
3,12,2,1,0.0,0.0,1.0,10.0,4,2.0,1.0,0.0,perfil6
6,4,4,6,1.0,1.0,1.0,6.0,8,3.0,2.0,0.0,perfil6
2,10,1,5,1.0,1.0,1.0,4.0,4,3.0,1.0,0.0,perfil6
6,17,8,7,0.0,0.0,1.0,7.0,6,56.0,44.0,0.0,perfil2
1,12,0,3,1.0,1.0,1.0,8.0,6,4.0,1.0,0.0,perfil6
1,3,8,0,0.0,0.0,1.0,8.0,6,65.0,63.0,2.0,perfil1
3,12,8,11,1.0,1.0,1.0,6.0,3,64.0,57.0,0.0,perfil2
2,9,8,7,0.0,0.0,1.0,2.0,3,97.0,88.0,2.0,perfil1
3,3,0,10,0.0,0.0,1.0,9.0,0,7.0,5.0,0.0,perfil4
5,6,5,2,1.0,1.0,1.0,8.0,8,5.0,4.0,0.0,perfil6
1,18,1,5,0.0,0.0,1.0,5.0,5,66.0,66.0,0.0,perfil2
3,5,8,0,1.0,1.0,1.0,9.0,6,104.0,101.0,3.0,perfil1
2,3,8,10,0.0,0.0,1.0,8.0,6,4.0,2.0,0.0,perfil6
0,5,8,7,0.0,0.0,1.0,6.0,6,3.0,2.0,0.0,perfil6
3,7,8,1,1.0,1.0,1.0,3.0,0,34.0,27.0,0.0,perfil6
6,12,7,7,1.0,1.0,1.0,2.0,6,14.0,5.0,0.0,perfil5
1,3,11,6,0.0,0.0,1.0,3.0,7,95.0,90.0,0.0,perfil2
1,1,9,11,0.0,0.0,1.0,7.0,5,33.0,33.0,0.0,perfil2
6,16,5,9,0.0,0.0,1.0,9.0,6,2.0,1.0,0.0,perfil6
2,0,5,3,1.0,1.0,1.0,10.0,3,20.0,14.0,0.0,perfil4
5,14,9,8,0.0,0.0,1.0,4.0,6,149.0,144.0,7.0,perfil2
5,11,6,5,0.0,0.0,1.0,4.0,3,8.0,7.0,0.0,perfil5
2,19,11,2,1.0,1.0,1.0,9.0,6,25.0,22.0,0.0,perfil6
3,8,11,4,0.0,0.0,1.0,3.0,1,22.0,17.0,0.0,perfil3
3,13,4,9,0.0,0.0,1.0,5.0,5,31.0,25.0,0.0,perfil2
3,9,8,0,0.0,0.0,1.0,5.0,6,54.0,39.0,0.0,perfil2
3,16,2,10,0.0,0.0,1.0,3.0,3,11.0,8.0,0.0,perfil5
2,17,4,6,1.0,1.0,1.0,5.0,0,2.0,1.0,0.0,perfil6
6,4,8,3,0.0,0.0,1.0,4.0,8,5.0,3.0,0.0,perfil6
1,6,8,10,0.0,0.0,1.0,5.0,8,42.0,40.0,0.0,perfil2
6,11,8,1,1.0,1.0,1.0,4.0,1,16.0,15.0,0.0,perfil3
3,12,2,2,0.0,0.0,1.0,8.0,4,31.0,28.0,2.0,perfil1
6,2,7,4,1.0,1.0,1.0,2.0,6,28.0,21.0,0.0,perfil2
5,4,1,0,1.0,1.0,1.0,8.0,6,66.0,51.0,0.0,perfil2
3,1,0,7,1.0,1.0,1.0,2.0,0,18.0,18.0,0.0,perfil3
1,0,8,1,0.0,0.0,1.0,3.0,7,8.0,7.0,0.0,perfil5
5,12,7,2,1.0,1.0,1.0,3.0,7,19.0,13.0,0.0,perfil4
2,17,3,0,1.0,1.0,1.0,5.0,2,42.0,26.0,0.0,perfil2
6,1,8,11,0.0,0.0,1.0,8.0,4,13.0,6.0,0.0,perfil5
5,5,8,0,1.0,1.0,1.0,2.0,0,16.0,7.0,0.0,perfil6
4,21,9,4,1.0,1.0,1.0,3.0,6,5.0,3.0,0.0,perfil6
5,17,10,1,1.0,1.0,1.0,7.0,5,4.0,3.0,0.0,perfil6
2,7,3,3,1.0,1.0,1.0,10.0,5,3.0,1.0,0.0,perfil6
1,2,8,9,1.0,1.0,1.0,3.0,1,12.0,11.0,0.0,perfil4
3,18,1,0,1.0,1.0,1.0,6.0,6,74.0,73.0,2.0,perfil1
1,0,11,10,1.0,1.0,1.0,10.0,7,6.0,3.0,0.0,perfil6
0,21,1,0,0.0,0.0,1.0,9.0,5,11.0,9.0,0.0,perfil4
6,3,0,4,0.0,0.0,1.0,10.0,6,2.0,1.0,0.0,perfil6
6,15,2,9,1.0,1.0,1.0,6.0,7,28.0,21.0,3.0,perfil1
2,21,6,8,0.0,0.0,1.0,6.0,1,29.0,24.0,0.0,perfil2
1,19,1,10,1.0,1.0,1.0,9.0,0,6.0,3.0,0.0,perfil6
0,20,10,8,0.0,0.0,1.0,4.0,4,74.0,64.0,0.0,perfil4
1,1,3,10,0.0,0.0,1.0,7.0,5,32.0,25.0,0.0,perfil1
4,6,1,11,1.0,1.0,1.0,7.0,0,93.0,78.0,0.0,perfil2
2,21,8,3,0.0,0.0,1.0,10.0,1,20.0,14.0,0.0,perfil4
5,10,3,9,1.0,1.0,1.0,10.0,0,47.0,41.0,0.0,perfil6
3,17,8,2,1.0,1.0,1.0,7.0,8,4.0,1.0,0.0,perfil6
6,6,0,9,0.0,0.0,1.0,7.0,5,36.0,19.0,0.0,perfil3
2,10,1,11,0.0,0.0,1.0,4.0,3,42.0,34.0,0.0,perfil2
2,11,1,9,1.0,1.0,1.0,10.0,6,59.0,56.0,1.0,perfil1
4,12,2,9,1.0,1.0,1.0,4.0,6,35.0,30.0,0.0,perfil2
2,4,9,5,0.0,0.0,1.0,3.0,6,127.0,118.0,0.0,perfil6
3,18,7,11,0.0,0.0,1.0,6.0,3,127.0,127.0,2.0,perfil1
4,10,1,11,1.0,1.0,1.0,10.0,8,3.0,1.0,0.0,perfil6
0,3,0,9,1.0,1.0,1.0,3.0,8,58.0,55.0,0.0,perfil2
1,4,10,4,1.0,1.0,1.0,9.0,7,75.0,61.0,1.0,perfil3
1,12,7,10,1.0,1.0,1.0,5.0,7,13.0,8.0,0.0,perfil5
0,7,10,11,0.0,0.0,1.0,2.0,6,17.0,14.0,0.0,perfil6
5,6,8,1,1.0,1.0,1.0,8.0,5,11.0,8.0,0.0,perfil5
0,15,7,5,1.0,1.0,1.0,7.0,6,21.0,13.0,0.0,perfil4
0,8,3,10,0.0,0.0,1.0,7.0,5,38.0,36.0,0.0,perfil2
4,10,7,5,1.0,1.0,1.0,8.0,8,4.0,2.0,0.0,perfil6
3,18,7,2,0.0,0.0,1.0,6.0,0,31.0,26.0,0.0,perfil2
6,1,2,6,1.0,1.0,1.0,6.0,6,9.0,9.0,1.0,perfil1
1,16,0,7,0.0,0.0,1.0,4.0,6,3.0,1.0,0.0,perfil6
6,5,5,5,1.0,1.0,1.0,9.0,6,29.0,28.0,0.0,perfil2
0,1,5,0,0.0,0.0,1.0,2.0,1,47.0,27.0,0.0,perfil2
1,5,8,1,0.0,0.0,1.0,10.0,5,5.0,3.0,0.0,perfil6
6,5,8,10,0.0,0.0,1.0,9.0,0,15.0,9.0,0.0,perfil4
1,18,7,9,1.0,1.0,1.0,6.0,7,35.0,33.0,2.0,perfil1
0,13,6,0,1.0,1.0,1.0,6.0,8,50.0,49.0,0.0,perfil2
6,5,3,4,1.0,1.0,1.0,7.0,6,5.0,5.0,0.0,perfil5
3,13,6,8,1.0,1.0,1.0,8.0,1,17.0,14.0,0.0,perfil4
5,14,1,10,0.0,0.0,1.0,5.0,0,66.0,36.0,0.0,perfil2
6,9,8,7,1.0,1.0,1.0,8.0,6,17.0,10.0,0.0,perfil4
6,1,6,5,1.0,1.0,1.0,10.0,5,13.0,9.0,0.0,perfil4
1,5,10,2,1.0,1.0,1.0,5.0,1,129.0,109.0,1.0,perfil1
2,4,2,3,1.0,1.0,1.0,8.0,5,12.0,10.0,0.0,perfil4
3,3,1,5,0.0,0.0,1.0,2.0,3,7.0,7.0,0.0,perfil5
6,16,10,11,0.0,0.0,1.0,5.0,6,5.0,3.0,0.0,perfil6
1,4,11,2,0.0,0.0,1.0,9.0,6,22.0,13.0,0.0,perfil4
3,4,11,10,0.0,0.0,1.0,2.0,1,60.0,52.0,0.0,perfil3
6,1,8,2,1.0,1.0,1.0,6.0,6,31.0,31.0,0.0,perfil2
5,0,0,3,1.0,1.0,1.0,9.0,5,4.0,1.0,0.0,perfil6
6,3,9,9,0.0,0.0,1.0,9.0,3,50.0,45.0,5.0,perfil2
4,13,10,7,1.0,1.0,1.0,9.0,4,70.0,43.0,1.0,perfil1
4,19,3,3,0.0,0.0,1.0,8.0,6,4.0,2.0,0.0,perfil6
1,14,9,8,1.0,1.0,1.0,9.0,8,14.0,6.0,0.0,perfil5
4,20,2,2,1.0,1.0,1.0,2.0,2,24.0,17.0,0.0,perfil3
1,2,6,3,0.0,0.0,1.0,5.0,1,34.0,33.0,0.0,perfil2
6,3,2,2,1.0,1.0,1.0,4.0,4,3.0,1.0,0.0,perfil6
3,4,5,7,1.0,1.0,1.0,8.0,0,78.0,54.0,0.0,perfil2
0,6,2,9,1.0,1.0,1.0,7.0,8,39.0,39.0,1.0,perfil1
4,8,3,3,1.0,1.0,1.0,7.0,6,29.0,29.0,1.0,perfil1
1,20,11,11,1.0,1.0,1.0,8.0,5,10.0,7.0,0.0,perfil5
5,0,8,5,1.0,1.0,1.0,10.0,6,57.0,54.0,1.0,perfil1
0,5,1,9,1.0,1.0,1.0,3.0,3,76.0,76.0,2.0,perfil6
0,6,8,4,1.0,1.0,1.0,7.0,6,111.0,109.0,9.0,perfil1
5,20,10,9,0.0,0.0,1.0,2.0,7,3.0,1.0,0.0,perfil6
4,18,5,4,1.0,1.0,1.0,6.0,0,27.0,26.0,0.0,perfil2
1,6,11,0,0.0,0.0,1.0,4.0,4,21.0,11.0,0.0,perfil4
0,14,8,8,0.0,0.0,1.0,7.0,7,90.0,79.0,0.0,perfil2
1,5,1,3,1.0,1.0,1.0,8.0,3,3.0,1.0,0.0,perfil6
0,1,6,6,0.0,0.0,1.0,6.0,7,20.0,11.0,0.0,perfil4
1,15,10,4,1.0,1.0,1.0,9.0,7,4.0,1.0,0.0,perfil6
2,19,0,2,1.0,1.0,1.0,8.0,4,25.0,24.0,1.0,perfil1
3,9,5,10,1.0,1.0,1.0,6.0,3,122.0,91.0,1.0,perfil1
0,2,6,6,1.0,1.0,1.0,7.0,6,7.0,3.0,0.0,perfil6
1,21,10,8,0.0,0.0,1.0,7.0,0,32.0,10.0,0.0,perfil4
5,8,3,8,0.0,0.0,1.0,5.0,7,17.0,4.0,0.0,perfil6
4,17,8,0,0.0,0.0,1.0,5.0,3,158.0,147.0,3.0,perfil1
3,5,9,5,0.0,0.0,1.0,4.0,6,6.0,1.0,0.0,perfil6
1,4,5,3,1.0,1.0,1.0,4.0,1,17.0,10.0,0.0,perfil6
0,20,2,3,1.0,1.0,1.0,7.0,5,6.0,2.0,0.0,perfil6
5,4,6,6,0.0,0.0,1.0,9.0,3,52.0,50.0,0.0,perfil2
6,6,8,2,1.0,1.0,1.0,4.0,4,22.0,20.0,0.0,perfil2
4,12,4,4,1.0,1.0,1.0,6.0,5,10.0,10.0,1.0,perfil1
5,3,8,6,1.0,1.0,1.0,7.0,3,430.0,427.0,8.0,perfil1
6,12,3,8,0.0,0.0,1.0,6.0,6,90.0,83.0,1.0,perfil1
0,8,8,3,1.0,1.0,1.0,9.0,6,9.0,8.0,0.0,perfil5
2,2,7,0,0.0,0.0,1.0,4.0,8,102.0,101.0,4.0,perfil1
5,4,10,1,1.0,1.0,1.0,2.0,0,2.0,1.0,0.0,perfil5
4,10,8,6,1.0,1.0,1.0,2.0,3,4.0,2.0,0.0,perfil6
1,5,5,8,0.0,0.0,1.0,5.0,8,14.0,12.0,0.0,perfil6
6,6,7,5,1.0,1.0,1.0,4.0,7,7.0,5.0,0.0,perfil5
1,1,5,9,0.0,0.0,1.0,8.0,4,108.0,83.0,0.0,perfil2
4,3,8,6,0.0,0.0,1.0,8.0,3,10.0,6.0,0.0,perfil5
1,5,6,6,0.0,0.0,1.0,6.0,6,4.0,1.0,0.0,perfil2
1,11,8,8,0.0,0.0,1.0,2.0,7,34.0,24.0,0.0,perfil6
5,12,0,7,0.0,0.0,1.0,9.0,6,83.0,69.0,0.0,perfil4
4,11,9,4,1.0,1.0,1.0,2.0,7,4.0,3.0,0.0,perfil6
6,1,11,9,1.0,1.0,1.0,5.0,1,21.0,15.0,0.0,perfil3
5,10,2,2,1.0,1.0,1.0,5.0,7,39.0,38.0,0.0,perfil2
4,11,6,10,0.0,0.0,1.0,8.0,7,3.0,1.0,0.0,perfil6
1,12,4,3,1.0,1.0,1.0,5.0,3,8.0,6.0,0.0,perfil2
6,6,8,6,1.0,1.0,1.0,5.0,8,8.0,8.0,0.0,perfil5
3,13,8,9,1.0,1.0,1.0,6.0,1,5.0,5.0,0.0,perfil5
4,9,9,9,0.0,0.0,1.0,2.0,2,18.0,14.0,0.0,perfil4
6,7,10,1,1.0,1.0,1.0,10.0,8,12.0,12.0,0.0,perfil4
6,15,5,2,1.0,1.0,1.0,5.0,6,2.0,1.0,0.0,perfil6
3,3,0,3,1.0,1.0,1.0,5.0,6,8.0,3.0,0.0,perfil6
0,9,2,11,0.0,0.0,1.0,8.0,6,39.0,36.0,1.0,perfil1
2,17,8,0,0.0,0.0,1.0,2.0,6,16.0,4.0,0.0,perfil6
1,9,5,6,1.0,1.0,1.0,6.0,3,28.0,28.0,0.0,perfil2
5,21,4,0,1.0,1.0,1.0,4.0,6,18.0,16.0,0.0,perfil3
2,9,9,10,0.0,0.0,1.0,9.0,1,74.0,69.0,0.0,perfil2
0,14,7,9,1.0,1.0,1.0,6.0,3,29.0,15.0,0.0,perfil3
4,4,7,11,1.0,1.0,1.0,6.0,3,10.0,10.0,0.0,perfil4
0,0,5,5,0.0,0.0,1.0,6.0,1,43.0,38.0,1.0,perfil1
6,4,8,3,0.0,0.0,1.0,5.0,0,85.0,82.0,1.0,perfil1
6,17,4,9,1.0,1.0,1.0,9.0,1,9.0,4.0,0.0,perfil4
0,10,8,3,1.0,1.0,1.0,2.0,5,27.0,25.0,0.0,perfil2
1,1,8,4,0.0,0.0,1.0,7.0,2,14.0,13.0,0.0,perfil4
0,12,9,7,0.0,0.0,1.0,6.0,6,14.0,9.0,1.0,perfil1
4,20,0,5,0.0,0.0,1.0,7.0,4,8.0,7.0,0.0,perfil5
1,7,6,4,0.0,0.0,1.0,5.0,6,13.0,5.0,0.0,perfil6
5,14,0,4,1.0,1.0,1.0,10.0,3,33.0,24.0,0.0,perfil2
3,6,10,6,1.0,1.0,1.0,9.0,2,3.0,1.0,0.0,perfil6
5,14,6,10,0.0,0.0,1.0,2.0,4,144.0,142.0,1.0,perfil1
1,4,4,0,0.0,0.0,1.0,9.0,2,6.0,2.0,0.0,perfil6
5,19,8,1,0.0,0.0,1.0,4.0,1,58.0,57.0,0.0,perfil2
6,16,5,8,0.0,0.0,1.0,8.0,7,18.0,17.0,0.0,perfil3
6,10,8,7,0.0,0.0,1.0,2.0,1,95.0,86.0,1.0,perfil1
5,6,8,10,0.0,0.0,1.0,2.0,1,4.0,3.0,0.0,perfil1
0,8,8,8,1.0,1.0,1.0,2.0,4,9.0,8.0,0.0,perfil5
6,9,9,7,0.0,0.0,1.0,2.0,4,37.0,35.0,0.0,perfil2
0,5,0,5,0.0,0.0,1.0,10.0,6,4.0,2.0,0.0,perfil1
3,7,1,9,0.0,0.0,1.0,7.0,3,99.0,99.0,0.0,perfil2
6,15,0,8,1.0,1.0,1.0,4.0,6,46.0,43.0,0.0,perfil2
4,6,2,8,1.0,1.0,1.0,9.0,5,4.0,3.0,0.0,perfil6
4,19,9,5,1.0,1.0,1.0,3.0,2,44.0,37.0,0.0,perfil2
6,11,7,8,0.0,0.0,1.0,9.0,6,10.0,10.0,0.0,perfil4
6,6,7,7,0.0,0.0,1.0,3.0,3,26.0,18.0,0.0,perfil5
6,6,8,9,1.0,1.0,1.0,3.0,6,5.0,1.0,0.0,perfil6
1,16,11,9,0.0,0.0,1.0,4.0,6,24.0,24.0,0.0,perfil2
